1,2,0.00067091,0.00067091
2,3,0.00067224,0.00067224
3,-1,0.00067071,0.00067071
4,-1,0.00067071,0.00067071
5,4,0.00067137,0.00067137
6,-1,0.00067075,0.00067075
7,3,0.00067071,0.00067071
8,2,0.00067201,0.00067201
9,-1,0.00067077,0.00067077
10,3,0.00067085,0.00067085
11,-1,0.00067072,0.00067072
12,6,0.00067077,0.00067077
13,1,0.00067113,0.00067113
14,2,0.00067128,0.00067128
15,2,0.00067259,0.00067259
16,1,0.00067095,0.00067095
17,6,0.00067072,0.00067072
18,2,0.00067114,0.00067114
19,2,0.00067105,0.00067105
20,-1,0.00067082,0.00067082
21,1,0.0006724,0.0006724
22,2,0.00067159,0.00067159
23,2,0.00067163,0.00067163
24,2,0.00067143,0.00067143
25,-1,0.00067071,0.00067071
26,-1,0.00067072,0.00067072
27,2,0.00067083,0.00067083
28,4,0.00067104,0.00067104
29,2,0.00067288,0.00067288
30,6,0.00067071,0.00067071
31,2,0.00067148,0.00067148
32,3,0.00067076,0.00067076
33,2,0.00067081,0.00067081
34,3,0.00067113,0.00067113
35,1,0.00067078,0.00067078
36,4,0.00067076,0.00067076
37,3,0.00067071,0.00067071
38,2,0.00067076,0.00067076
39,2,0.00067071,0.00067071
40,2,0.00067396,0.00067396
41,3,0.00067111,0.00067111
42,3,0.00067077,0.00067077
43,-1,0.00067094,0.00067094
44,2,0.00067071,0.00067071
45,3,0.00067139,0.00067139
46,2,0.00067202,0.00067202
47,3,0.00067072,0.00067072
48,-1,0.00067071,0.00067071
49,-1,0.00067071,0.00067071
50,-1,0.00067071,0.00067071
51,3,0.00067071,0.00067071
52,4,0.00067071,0.00067071
53,2,0.00067074,0.00067074
54,-1,0.00067071,0.00067071
55,1,0.00067207,0.00067207
56,-1,0.00067208,0.00067208
57,-1,0.00067071,0.00067071
58,-1,0.00067097,0.00067097
59,2,0.00067071,0.00067071
60,-1,0.00067071,0.00067071
61,-1,0.00067071,0.00067071
62,3,0.00067071,0.00067071
63,-1,0.00067071,0.00067071
64,3,0.00067074,0.00067074
65,2,0.00067074,0.00067074
66,-1,0.00067105,0.00067105
67,4,0.00067071,0.00067071
68,-1,0.00067125,0.00067125
69,-1,0.00067072,0.00067072
70,-1,0.00067106,0.00067106
71,-1,0.00067071,0.00067071
72,1,0.00067263,0.00067263
73,3,0.00067101,0.00067101
74,-1,0.00067071,0.00067071
75,2,0.00067309,0.00067309
76,3,0.00067136,0.00067136
77,-1,0.00067072,0.00067072
78,2,0.00067071,0.00067071
79,3,0.000671,0.000671
80,-1,0.00067077,0.00067077
81,-1,0.00067107,0.00067107
82,3,0.00067253,0.00067253
83,3,0.00067071,0.00067071
84,-1,0.00067075,0.00067075
85,2,0.00067173,0.00067173
86,3,0.00067071,0.00067071
87,3,0.00067108,0.00067108
88,3,0.00067071,0.00067071
89,1,0.00067101,0.00067101
90,2,0.00067136,0.00067136
91,-1,0.00067071,0.00067071
92,2,0.00067075,0.00067075
93,-1,0.00067074,0.00067074
94,-1,0.00067071,0.00067071
95,2,0.00067086,0.00067086
96,3,0.00067071,0.00067071
97,2,0.00067072,0.00067072
98,6,0.00067077,0.00067077
99,1,0.0006725,0.0006725
100,2,0.00067148,0.00067148
101,2,0.00067291,0.00067291
102,1,0.00067081,0.00067081
103,-1,0.00067109,0.00067109
104,4,0.00067071,0.00067071
105,4,0.00067071,0.00067071
106,4,0.00067071,0.00067071
107,3,0.00067071,0.00067071
108,-1,0.00067071,0.00067071
109,2,0.00067148,0.00067148
110,3,0.00067085,0.00067085
111,-1,0.00067071,0.00067071
112,-1,0.00067071,0.00067071
113,3,0.00067085,0.00067085
114,2,0.00067076,0.00067076
115,2,0.00067158,0.00067158
116,-1,0.00067073,0.00067073
117,-1,0.00067178,0.00067178
118,1,0.00067251,0.00067251
119,2,0.00067109,0.00067109
120,-1,0.00067071,0.00067071
121,-1,0.00067156,0.00067156
122,-1,0.00067071,0.00067071
123,4,0.00067077,0.00067077
124,3,0.00067254,0.00067254
125,-1,0.00067075,0.00067075
126,-1,0.00067071,0.00067071
127,2,0.00067071,0.00067071
128,6,0.00067072,0.00067072
129,-1,0.00067074,0.00067074
130,1,0.00067074,0.00067074
131,-1,0.00067071,0.00067071
132,-1,0.00067121,0.00067121
133,3,0.00067071,0.00067071
134,-1,0.00067071,0.00067071
135,-1,0.00067071,0.00067071
136,3,0.00067091,0.00067091
137,2,0.00067115,0.00067115
138,-1,0.00067148,0.00067148
139,-1,0.00067071,0.00067071
140,3,0.00067125,0.00067126
141,4,0.00067073,0.00067073
142,3,0.00067082,0.00067082
143,2,0.00067073,0.00067073
144,1,0.00067545,0.00067545
145,2,0.00067071,0.00067071
146,-1,0.00067071,0.00067071
147,-1,0.00067085,0.00067085
148,-1,0.00067071,0.00067071
149,-1,0.0006708,0.0006708
150,1,0.00067244,0.00067244
151,2,0.00067094,0.00067094
152,-1,0.00067105,0.00067105
153,-1,0.00067071,0.00067071
154,2,0.00067071,0.00067071
155,1,0.00067126,0.00067126
156,2,0.00067095,0.00067095
157,4,0.00067081,0.00067081
158,-1,0.00067104,0.00067104
159,2,0.00067072,0.00067072
160,5,0.00067194,0.00067194
161,-1,0.00067071,0.00067071
162,2,0.00067126,0.00067126
163,-1,0.00067077,0.00067077
164,-1,0.00067071,0.00067071
165,2,0.00067136,0.00067136
166,-1,0.00067072,0.00067072
167,1,0.00067253,0.00067253
168,2,0.00067235,0.00067235
169,-1,0.00067071,0.00067071
170,2,0.00067076,0.00067076
171,6,0.00067071,0.00067071
172,2,0.00067108,0.00067108
173,-1,0.00067103,0.00067103
174,-1,0.00067071,0.00067071
