1,4.2194e-18,1.5127e-167,0,0.00067091
2,-3.548e-16,2.8318e-166,0,0.00067224
3,-0,0,0,0.00067071
4,-0,0,0,0.00067071
5,1.6352e-19,6.4906e-169,0,0.00067137
6,-3.531e-18,4.3837e-168,0,0.00067075
7,-0,0,0,0.00067071
8,4.0782e-17,3.071e-166,0,0.00067201
9,2.3558e-18,2.8374e-168,0,0.00067077
10,-5.7476e-17,2.6916e-167,0,0.00067085
11,6.4354e-19,5.2302e-169,0,0.00067072
12,5.9667e-18,2.4326e-169,0,0.00067077
13,6.826e-17,3.4186e-167,0,0.00067113
14,2.3091e-16,1.851e-166,0,0.00067128
15,-5.5971e-16,3.1546e-166,0,0.00067259
16,6.2248e-18,7.2262e-167,0,0.00067095
17,2.0745e-18,1.3085e-169,0,0.00067072
18,8.2149e-17,2.2363e-166,0,0.00067114
19,1.3174e-17,1.0144e-167,0,0.00067105
20,2.8457e-18,1.1101e-167,0,0.00067082
21,5.7333e-17,1.3583e-166,0,0.0006724
22,1.6119e-17,1.6899e-166,0,0.00067159
23,1.1071e-16,4.1532e-167,0,0.00067163
24,7.5042e-17,3.2737e-167,0,0.00067143
25,-0,0,0,0.00067071
26,3.3428e-19,2.224e-169,0,0.00067072
27,9.0343e-17,3.3195e-167,0,0.00067083
28,6.59e-18,4.2795e-168,0,0.00067104
29,2.114e-16,2.962e-166,0,0.00067288
30,-0,0,0,0.00067071
31,1.9907e-16,1.4715e-166,0,0.00067148
32,1.5728e-18,1.1376e-168,0,0.00067076
33,-1.9438e-18,4.4106e-168,0,0.00067081
34,-8.3274e-17,3.7256e-167,0,0.00067113
35,4.4011e-18,2.2354e-168,0,0.00067078
36,1.3666e-17,5.6927e-168,0,0.00067076
37,-0,0,0,0.00067071
38,7.5033e-17,1.7427e-167,0,0.00067076
39,-0,0,0,0.00067071
40,-3.4928e-16,7.5658e-166,0,0.00067396
41,-3.3997e-16,1.274e-166,0,0.00067111
42,1.7319e-17,1.6596e-167,0,0.00067077
43,1.5792e-19,5.7289e-169,0,0.00067094
44,-0,0,0,0.00067071
45,6.7807e-19,3.1386e-170,0,0.00067139
46,1.047e-16,1.1558e-166,0,0.00067202
47,-7.2679e-18,6.1666e-169,0,0.00067072
48,-0,0,0,0.00067071
49,-0,0,0,0.00067071
50,-0,0,0,0.00067071
51,-0,0,0,0.00067071
52,-0,0,0,0.00067071
53,3.6679e-18,1.6634e-168,0,0.00067074
54,-0,0,0,0.00067071
55,4.2164e-16,3.7048e-166,0,0.00067207
56,1.7953e-16,3.7194e-166,0,0.00067208
57,-0,0,0,0.00067071
58,2.6578e-18,9.8905e-167,0,0.00067097
59,-0,0,0,0.00067071
60,-0,0,0,0.00067071
61,-0,0,0,0.00067071
62,-0,0,0,0.00067071
63,-0,0,0,0.00067071
64,-1.5729e-18,1.6289e-169,0,0.00067074
65,-6.2201e-18,1.5664e-168,0,0.00067074
66,9.7371e-18,3.5917e-169,0,0.00067105
67,-0,0,0,0.00067071
68,7.523e-18,5.7666e-167,0,0.00067125
69,2.9503e-19,8.028e-170,0,0.00067072
70,3.3541e-17,6.7698e-167,0,0.00067106
71,-0,0,0,0.00067071
72,-1.9947e-16,4.4924e-166,0,0.00067263
73,4.4685e-17,6.4552e-167,0,0.00067101
74,-0,0,0,0.00067071
75,1.4353e-16,2.8272e-166,0,0.00067309
76,-0,0,0,0.00067136
77,6.4941e-19,9.1433e-169,0,0.00067072
78,-0,0,0,0.00067071
79,-3.667e-16,1.703e-166,0,0.000671
80,3.9616e-19,3.3048e-167,0,0.00067077
81,2.9752e-18,6.9634e-168,0,0.00067107
82,1.1322e-16,1.9479e-166,0,0.00067253
83,-0,0,0,0.00067071
84,5.4769e-18,8.0493e-168,0,0.00067075
85,2.6498e-17,2.083e-167,0,0.00067173
86,-0,0,0,0.00067071
87,-7.8787e-16,2.0049e-166,0,0.00067108
88,-0,0,0,0.00067071
89,-3.5211e-17,8.6199e-167,0,0.00067101
90,2.3651e-17,9.5274e-167,0,0.00067136
91,-0,0,0,0.00067071
92,-4.1261e-18,3.5843e-168,0,0.00067075
93,1.0658e-18,1.5389e-168,0,0.00067074
94,-0,0,0,0.00067071
95,-6.8988e-18,9.5876e-168,0,0.00067086
96,-0,0,0,0.00067071
97,5.9565e-19,6.9193e-169,0,0.00067072
98,5.6632e-18,9.6825e-169,0,0.00067077
99,3.3221e-16,4.3663e-166,0,0.0006725
100,3.4823e-16,1.669e-166,0,0.00067148
101,2.3541e-16,2.4123e-166,0,0.00067291
102,6.4358e-18,9.4303e-169,0,0.00067081
103,2.9915e-17,5.1732e-167,0,0.00067109
104,-0,0,0,0.00067071
105,-0,0,0,0.00067071
106,-0,0,0,0.00067071
107,-0,0,0,0.00067071
108,-0,0,0,0.00067071
109,1.1895e-16,1.8844e-166,0,0.00067148
110,-7.2891e-18,3.42e-167,0,0.00067085
111,-0,0,0,0.00067071
112,-0,0,0,0.00067071
113,4.6556e-17,3.3534e-167,0,0.00067085
114,5.7362e-18,1.0576e-168,0,0.00067076
115,3.3307e-17,1.2769e-166,0,0.00067158
116,-0,0,0,0.00067073
117,-2.7795e-17,1.5532e-166,0,0.00067178
118,2.0513e-16,3.703e-166,0,0.00067251
119,1.559e-17,4.0863e-167,0,0.00067109
120,-0,0,0,0.00067071
121,1.77e-17,1.0372e-167,0,0.00067156
122,-0,0,0,0.00067071
123,6.0006e-18,1.8577e-168,0,0.00067077
124,6.8908e-17,1.0055e-166,0,0.00067254
125,3.256e-18,4.7114e-168,0,0.00067075
126,-0,0,0,0.00067071
127,-0,0,0,0.00067071
128,-0,0,0,0.00067072
129,-0,0,0,0.00067074
130,2.0438e-18,2.6386e-168,0,0.00067074
131,-0,0,0,0.00067071
132,4.8157e-18,1.6791e-167,0,0.00067121
133,-0,0,0,0.00067071
134,-0,0,0,0.00067071
135,-0,0,0,0.00067071
136,4.8923e-17,3.3973e-167,0,0.00067091
137,-8.6047e-17,1.3647e-166,0,0.00067115
138,0.58197,0.0020897,0,0.00067148
139,-0,0,0,0.00067071
140,8.793e-17,6.2664e-167,0,0.00067125
141,-0,0,0,0.00067073
142,-1.1049e-17,7.5093e-167,0,0.00067082
143,-5.8717e-18,6.4159e-168,0,0.00067073
144,6.909e-16,7.0348e-166,0,0.00067545
145,-0,0,0,0.00067071
146,-0,0,0,0.00067071
147,-7.1877e-18,3.7411e-168,0,0.00067085
148,-0,0,0,0.00067071
149,-1.5021e-18,1.2605e-167,0,0.0006708
